Level,Status,Mode,Gender,Licence,Work,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Active
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,3,"Less than $ 30,000",69.38684,90.769491,571.4975999999999
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,4,1,4,Unknown,94.98806,114.68300499999998,863.59725
Grad,FT,Transit,Other,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,3,0,4,Unknown,16.56267,51.0237,101.611635
UG,FT,Active,Male,0,"No, I don't work",Live with family/parents,0,0,3,Unknown,28.49237,115.41472,260.64435000000003
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,Unknown,2.168042,23.855995999999998,19.46616
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,3,I donâ€™t know,21.07367,76.94431,194.92004999999997
Grad,FT,Active,Female,0,"No, I don't work",Live alone,0,0,1,Unknown,3.4422599999999997,30.10613,27.606600000000004
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,2,I donâ€™t know,21.31236,82.6949,177.39615
Grad,FT,Active,Female,1,"No, I don't work",Live with roommates,1,0,2,Unknown,2.776623,26.813798,23.593725
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,"$ 30,000 - 59,999",2.0714900000000003,24.722109,19.031309999999998
Grad,PT,Active,Male,1,"Yes, I work > 40 hours per week",Live with partner,1,2,2,"$ 240,000 +",3.5209309999999996,24.122092,29.256284999999995
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,Unknown,3.068723,25.742024,23.927640000000004
UG,PT,Auto,Female,1,"Yes, I work part time (21-30 hours per week)",Live with roommates,2,0,2,"$ 120,000 - 149,999",23.92766,84.64806800000001,139.84294500000001
UG,FT,Auto,Male,1,"No, I don't work",Live alone,1,0,1,"Less than $ 30,000",10.47671,59.275974,100.002435
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,0,0,5,Unknown,9.761086,49.727857,125.64469500000001
Grad,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,3,"$ 90,000 - 119,999",92.83089,124.85088000000002,741.74775
UG,PT,Transit,Female,1,"Yes, I work > 40 hours per week",Live with partner,0,1,2,Unknown,18.416520000000002,65.783878,122.527155
Grad,FT,Transit,Male,1,"Yes, I work part time (21-30 hours per week)",Live with partner,1,0,2,"$ 90,000 - 119,999",21.64188,38.979246,116.83254
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,1,3,"Less than $ 30,000",34.0288,113.83886100000001,400.92404999999997
Grad,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,4,I donâ€™t know,1.117177,20.195869,11.101709999999999
UG,FT,Auto,Female,1,"No, I don't work",Live with partner,1,0,2,Unknown,10.83836,52.537251,163.0029
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,0,0,4,"$ 150,000 - 179,999",33.203720000000004,78.71752000000002,230.8803
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,2,5,I donâ€™t know,22.36391,107.75558,203.22825
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,1,3,I donâ€™t know,7.467739999999999,29.520690999999996,68.54239499999998
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,2,0,2,I donâ€™t know,24.44135,92.11685,329.10975
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,1,3,Unknown,9.900758999999999,45.887638,110.07012
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,3,Unknown,18.64913,50.314017,102.80333999999999
Grad,FT,Auto,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,1,1,2,Unknown,28.71313,89.401431,360.61995
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,2,"$ 90,000 - 119,999",0.0,0.0,0.0
Other,Other,Transit,Female,0,"No, I don't work",Live with family/parents,0,1,3,Unknown,26.19032,71.614783,316.44419999999997
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,51.1296,211.93091,545.3637000000001
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,"Less than $ 30,000",2.014925,20.126511999999998,15.20709
Grad,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,"Less than $ 30,000",32.90234,68.344045,213.1467
UG,FT,Transit,Female,0,"No, I don't work",Live with roommates,0,0,2,Unknown,44.36845,89.370525,308.32169999999996
UG,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,3,I donâ€™t know,0.0,0.0,0.0
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,4,"Less than $ 30,000",32.266729999999995,64.12449699999999,201.13604999999998
UG,FT,Active,Female,0,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",1.710853,20.776487,15.946485
Grad,FT,Transit,Male,1,"Yes, I work 31-40 hours per week",Live with partner,1,1,2,"$ 180,000 - 209,999",12.01931,52.160221,82.95414
UG,FT,Active,Female,1,"No, I don't work",Live with partner,0,0,2,I donâ€™t know,1.9089990000000001,17.573247000000002,19.08999
Grad,FT,Active,Female,1,"No, I don't work",Live with partner,3,0,2,"Less than $ 30,000",2.168042,23.855995999999998,19.46616
Grad,FT,Transit,Male,1,"Yes, I work > 40 hours per week",Live alone,1,0,1,Unknown,12.378589999999999,46.387816,71.57874000000001
Grad,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,4,"$ 30,000 - 59,999",42.63975,101.385807,279.4929
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,4,I donâ€™t know,4.603065,25.568201000000002,35.364990000000006
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,53.10292,150.40702299999995,325.7496
Grad,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,4,Unknown,2.523888,24.493026999999998,28.469009999999997
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,4,0,5,I donâ€™t know,49.96219,137.55406499999998,346.73310000000004
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,5,Unknown,0.0,0.0,0.0
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,Unknown,1.117177,20.195869,11.101709999999999
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,3,Unknown,58.69579,162.30302,635.1771
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,5,2,"$ 30,000 - 59,999",48.36213,119.247992,313.60995
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,2,3,"Less than $ 30,000",20.92996,85.51218,178.161
UG,FT,Auto,Male,1,"No, I don't work",Live with partner,1,0,2,I donâ€™t know,7.467739999999999,29.520690999999996,68.54239499999998
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,4,"$ 30,000 - 59,999",19.47576,78.25538,204.81195
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,1,0,1,"Less than $ 30,000",4.013851,30.824515,28.09104
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,3,Unknown,33.70374,80.617971,213.522
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,4,Unknown,16.45731,54.39314,89.88498
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,0,1,3,Unknown,33.7103,81.075989,254.64719999999997
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,4,"$ 120,000 - 149,999",32.349540000000005,63.120241,225.67260000000002
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,1,0,2,Unknown,1.6223020000000001,19.355537,14.381055
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,4,I donâ€™t know,38.09855,121.217211,284.20635
Grad,FT,Transit,Male,1,"No, I don't work",Live alone,0,0,1,"$ 30,000 - 59,999",32.8387,67.462949,201.40845
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,3,Unknown,71.35389,117.10916,537.6681
UG,FT,Transit,Female,0,"No, I don't work",Live with roommates,1,0,2,Unknown,24.852510000000002,81.59716,150.32489999999999
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,1,3,"$ 30,000 - 59,999",62.25735,136.55536999999998,483.42105
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,3,0,4,"$ 120,000 - 149,999",116.1193,325.38272,1193.3586
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,4,Unknown,35.5633,75.167327,232.83015
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",2.765052,18.262603,24.20217
UG,FT,Transit,Female,1,"No, I don't work",Live with partner,0,0,2,"Less than $ 30,000",6.799322999999999,26.272219,38.106075000000004
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,66.14233,142.915764,498.195
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,1,3,"$ 180,000 - 209,999",91.36449,118.68,680.5974
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,1,4,I donâ€™t know,43.01342,122.96198899999999,326.5023
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,3,"$ 30,000 - 59,999",46.4344,107.50825800000001,278.9406
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,2,0,2,Unknown,15.924710000000001,58.394581,106.363095
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,I donâ€™t know,4.165943,22.258662,32.52969
Grad,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,2,Unknown,33.518840000000004,76.561763,224.079
Grad,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,66.93630999999999,90.056415,487.96095
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,4,I donâ€™t know,66.34734,102.586101,548.10675
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,0,0,3,Unknown,8.196867,39.199429,64.0497
Grad,FT,Active,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,3,Unknown,13.07387,43.245272,86.357415
Grad,FT,Transit,Female,1,"Yes, I work 31-40 hours per week",Live with partner,0,0,2,Unknown,24.85277,73.927238,154.62105
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,2,"Less than $ 30,000",11.47815,46.56486700000001,70.71658500000001
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,"$ 30,000 - 59,999",77.99297,114.44176000000002,561.03675
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,3,Unknown,19.69954,56.377646999999996,111.00921000000001
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,1,4,"Less than $ 30,000",1.0131620000000001,14.595429999999999,10.5528
UG,PT,Active,Male,1,"Yes, I work 31-40 hours per week",Live with roommates,0,0,2,Unknown,11.31179,59.057444999999994,60.068160000000006
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,"Less than $ 30,000",32.78521,65.398286,179.70015
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,2,Unknown,32.8387,67.462949,201.40845
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,3,Unknown,51.075590000000005,142.61440499999995,402.3609
UG,FT,Active,Male,0,"No, I don't work",Live with partner,1,0,2,Unknown,10.36843,58.081879,63.568995
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,3.248167,27.281326,22.838939999999997
Grad,FT,Active,Other,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"$ 60,000 - 89,999",6.183582,38.679412,49.89614999999999
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,Unknown,21.647920000000003,76.51717500000002,160.55895
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,"$ 30,000 - 59,999",56.1408,123.69135400000002,396.0003
UG,FT,Active,Other,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,I donâ€™t know,6.799322999999999,26.272219,38.106075000000004
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,3,I donâ€™t know,60.56593,144.847068,419.5743
Grad,FT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,3,I donâ€™t know,2.765052,18.262603,24.20217
UG,FT,Transit,Other,0,"No, I don't work",Live with family/parents,1,0,3,Unknown,11.31179,59.057444999999994,60.068160000000006
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,3,I donâ€™t know,61.53839,106.286918,495.88904999999994
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,"$ 120,000 - 149,999",9.009337,41.25379,59.685855000000004
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,Unknown,52.10675,157.542476,415.85294999999996
Grad,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,Unknown,2.765052,18.262603,24.20217
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,Unknown,0.927408,14.892823000000002,9.274079999999998
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,Unknown,17.93246,47.740973,87.315855
UG,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,0,3,"$ 30,000 - 59,999",7.307153,43.246753999999996,58.568475
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,0,0,2,I donâ€™t know,34.00626,72.890929,212.23620000000003
UG,FT,Transit,Male,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,3,I donâ€™t know,40.63264,90.487216,290.92605
Grad,FT,Active,Male,0,"Yes, I work part time (21-30 hours per week)",Live with roommates,0,0,2,I donâ€™t know,4.123587000000001,23.024245,34.75378499999999
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,13,I donâ€™t know,1.0131620000000001,14.595429999999999,10.5528
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,1,0,3,Unknown,9.268267,40.867362,49.014375
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,"Less than $ 30,000",76.20203000000001,106.09094099999999,587.8641000000001
UG,FT,Transit,Female,0,"No, I don't work",Live with roommates,0,0,2,Unknown,4.099569,32.323840000000004,35.877495
UG,FT,Transit,Other,0,"No, I don't work",Live with roommates,1,0,3,Unknown,12.17884,39.613871,80.23503
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,2,Unknown,45.62172,107.521654,329.67179999999996
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,1,3,Unknown,40.63264,90.487216,290.92605
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,2,Unknown,67.22948000000001,206.07887,543.9091500000001
UG,PT,Active,Male,0,"Yes, I work 31-40 hours per week",Live alone,0,0,1,"$ 90,000 - 119,999",3.4576540000000002,23.195972,30.45645
Grad,FT,Active,Female,0,"No, I don't work",Live alone,0,0,1,Unknown,4.013851,30.824515,28.09104
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,4,0,4,"$ 90,000 - 119,999",32.889179999999996,68.049595,206.57129999999998
UG,FT,Transit,Male,1,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",18.5222,67.941027,126.23646000000002
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,3,"$ 30,000 - 59,999",31.258709999999997,57.4514,207.73094999999998
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,1.0131620000000001,14.595429999999999,10.5528
UG,FT,Active,Female,1,"Yes, I work part time (21-30 hours per week)",Live alone,1,0,1,"Less than $ 30,000",3.248167,27.281326,22.838939999999997
UG,FT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,0,1,3,"$ 30,000 - 59,999",32.775890000000004,66.94427900000001,201.04185
UG,FT,Transit,Female,1,"No, I don't work",Live with partner,1,0,2,Unknown,109.5852,162.1225,966.8380500000001
Grad,PT,Transit,Female,1,"Yes, I work 31-40 hours per week",Live with partner,2,2,2,"$ 120,000 - 149,999",113.9373,213.46777999999998,1072.8061500000001
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,"$ 60,000 - 89,999",47.017109999999995,137.738762,337.28025
Grad,FT,Active,Female,1,"Yes, I work 31-40 hours per week",Live alone,0,0,1,"$ 90,000 - 119,999",1.9890299999999999,20.442982,19.108695
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,5,0,3,Unknown,76.05734,326.28216000000003,517.3017
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,3,3,I donâ€™t know,62.22948,120.83701,502.17645
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with roommates,1,0,4,I donâ€™t know,13.07387,43.245272,86.357415
UG,FT,Active,Female,1,"No, I don't work",Live with partner,1,0,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,2,1,Unknown,33.97817,78.903279,229.45290000000003
UG,PT,Transit,Female,1,"Yes, I work > 40 hours per week",Live with partner,1,0,2,"$ 120,000 - 149,999",20.410729999999997,66.582809,119.68407
UG,FT,Active,Male,1,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,"Less than $ 30,000",4.165943,22.258662,32.52969
UG,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,0,2,Unknown,5.599552,27.772322999999997,44.684055
