sch_code__,School_Nam,GTA06,DAUID,Enrolment
8536,ST MARGUERITE DYOUVILLE ELEMENTARY SCHOOL,8501,35430647,271
5204,ST MARGUERITE BOURGEOYS SEPARATE SCHOOL,3372,35211152,252
S935,ST MARGUERITE DYOUVILLE SECONDARY SCHOOL,3380,35212147,1557
4603,ECOLE SEPAREE SAINTE MARGUERITE BOURGEOYS,2384,35190752,317
4717,SAN MARCO CATHOLIC SCHOOL,2028,35190196,335
2367,ST MARK SEPARATE SCHOOL,304,35203134,195
3525,ST MARK THE EVANGELIST CATHOLIC SCHOOL,1125,35180302,597
6153,ST MARKS SEPARATE SCHOOL,4089,35240342,339
5590,ST MARK SEPARATE SCHOOL,3677,35211428,267
S131,ST MARKS CATHOLIC ELEMENTARY SCHOOL,6001,35260748,586
6345,ST MATTHEWS CATHOLIC SCHOOL,4041,35240301,425
12,ST MARK,7001,35300247,227
4425,ST MARK CATHOLIC ELEMENTARY SCHOOL,2708,35191359,374
1096,ST MARTHA CATHOLIC SCHOOL,411,35201986,234
8214,ST MARTIN SEPARATE SCHOOL,6032,35260772,362
S943,ST MARTIN,3655,35210718,1051
S132,ST MARTIN DE PORRES ELEMENTARY SCHOOL,560,35203661,313
7523,ST MARTIN OF TOURS SEPARATE SCHOOL,5086,35250271,323
8637,MARIE OF THE INCARNATION SEPARATE SCHOOL,,35430761,520
5207,ST MARY SEPARATE SCHOOL,3351,35211290,246
8436,ST MARY CATHOLIC ELEMENTARY SCHOOL,8301,35230295,280
A030,ST GABRIEL CATHOLIC ELEMENTARY,5088,35251021,562
8132,ST MARY SEPARATE SCHOOL,6042,35260081,220
3323,ST MARY CATHOLIC SECONDARY SCHOOL,1035,35180492,1505
4335,ST MARY IMMACULATE SEPARATE SCHOOL,2213,35190833,335
2369,ST MARY OF THE ANGELS SEPARATE SCHOOL,166,35204629,214
7352,ST MARYS SECONDARY SCHOOL,5175,35250680,1057
8414,ST MARY SCHOOL,6257,35260146,196
8537,ST MARYS SEPARATE SCHOOL,8501,35431316,168
E0434,ECOLE ELEMENTAIRE CATHOLIQUE NOTRE-DAME-DE-LA-HURONIE,8555,35430873,98
8709,ST MARYS SEPARATE SCHOOL,8555,35430902,449
E0204,ST JOHN PAUL II CATHOLIC ELEMENTARY SCHOOL,7001,35301012,730
8884,ST MARYS SCHOOL,8705,35160122,122
4243,ST MARY CATHOLIC SCHOOL,2659,35190175,544
3526,ST MATTHEW THE EVANGELIST CATHOLIC SCHOOL,1123,35180345,457
2370,ST MARY ELEMENTARY SCHOOL,90,35204186,283
A136,ST GABRIEL CATHOLIC ELEMENTARY SCHOOL,,35300537,329
S688,ST MARYS HIGH SCHOOL,7001,35300174,1813
2719,ST MATTHIAS SEPARATE SCHOOL,467,35200294,189
5593,ST MATTHEW SEPARATE SCHOOL,3686,35210279,311
2372,ST MATTHEW SEPARATE SCHOOL,150,35201199,545
S789,ST MATTHEW CATHOLIC ELEMENTARY SCHOOL,7001,35300873,391
4609,ST MATTHEW SEPARATE SCHOOL,2419,35191020,175
2615,ST MAURICE SEPARATE SCHOOL,353,35204269,294
8154,ST MICHAEL CATHOLIC SCHOOL,6042,35260756,367
8538,ST MICHAEL THE ARCHANGEL CATHOLIC ELEMENTARY SCHOO,8501,35430994,324
8449,ST MICHAEL CATHOLIC SCHOOL,8001,35230280,322
7353,ST MICHAELS SEPARATE SCHOOL,5092,35250532,507
6346,ST MICHAELS SEPARATE SCHOOL,4030,35240615,212
S659,ST MICHAEL,7237,35300495,321
2373,ST MICHAEL CATHOLIC SCHOOL,26,35200833,163
2375,ST MICHAELS SENIOR CHOIR SCHOOL,37,35204609,95
4537,WOODAND PUBLIC SCHOOL (ST MICHAEL CATHOLIC ACADEMY),,35190379,390
2374,ST MICHAELS CHOIR SCHOOL,37,35204609,174
2376,ST MONICA SEPARATE SCHOOL,211,35204382,269
4031,ST MONICA CATHOLIC SCHOOL,2383,35190564,411
5208,ST MONICA ELEMENTARY SCHOOL,3365,35211502,459
3324,ST MONICA CATHOLIC SCHOOL,1046,35180501,307
8539,ST MONICAS SEPARATE SCHOOL,8501,35431349,343
8301,ST NICHOLAS SEPARATE SCHOOL,6042,35260450,171
S939,ST NICHOLAS ELEMENTARY SCHOOL,3153,35211987,695
1682,ST NICHOLAS CATHOLIC SCHOOL,517,35203297,362
4231,ST NICHOLAS CATHOLIC SCHOOL,2605,35190118,251
S821,ST NICHOLAS,7001,35300945,416
8541,ST NICHOLAS SCHOOL,8501,35430711,261
E0361,ST BRENDAN CATHOLIC ELEMENTARY SCHOOL,2710,35190982,756
2377,ST NICHOLAS OF BARI SEPARATE SCHOOL,162,35204554,638
1097,ST NORBERT SEPARATE SCHOOL,422,35202162,336
2720,ST PASCHAL BAYLON SEPARATE SCHOOL,433,35202515,691
A047,ECOLE ELEMENTAIRE CATHOLIQUE JEAN-BELIVEAU,2760,35190088,114
S931,SAINT NOEL CHABANEL CATHOLIQUE - CAMBRIDGE,7237,35300891,276
97,ST NOEL CHABENEL SCHOOL,8555,35430867,393
8457,ST PATRICK CATHOLIC SCHOOL,8001,35230069,353
4155,ST PATRICK CATHOLIC SCHOOL,2430,35190626,332
8134,ST PATRICK SEPARATE SCHOOL,6042,35260092,201
E0124,ST CHRISTOPHER CATHOLIC SCHOOL,4079,35240672,490
2378,ST PATRICK CATHOLIC SECONDARY SCHOOL,,35203878,716
4402,ST PATRICK CATHOLIC ELEMENTARY SCHOOL,264,35203878,716
E0467,ST PATRICK CATHOLIC ELEMENTARY SCHOOL,2653,35191165,340
S438,ST CHARLES MOUNTAIN CATHOLIC SCHOOL,5144,35250383,557
8250,ECOLE SAINTE-MARGUERITE-BOURGEOYS,6042,35260596,148
8180,ST PATRICK SCHOOL,6257,35260749,169
5209,ST PATRICK SCHOOL,3443,35211649,176
6154,ST PATRICKS SEPARATE SCHOOL,4074,35240507,248
7354,ST PATRICKS SEPARATE SCHOOL,5181,35250456,217
S762,ST PATRICK - BRANTFORD,8901,35290136,128
3027,ST PATRICK CATHOLIC SCHOOL,1075,35180381,710
8495,ST PAULS SEPARATE SCHOOL,8551,35430827,641
6155,ST PAULS SCHOOL,4064,35240463,266
8450,ST PAUL CATHOLIC SCHOOL,8001,35230390,317
S797,ST PAUL,7001,35300208,276
8920,ST PAULS ELEMENTARY SCHOOL,8851,35150287,242
5595,ST PAUL SECONDARY SCHOOL,3649,35210358,417
7524,ST PAUL SEPARATE SCHOOL,5053,35250196,372
6118,ECOLE SEPAREE SAINT PHILIPPE,4055,35240411,241
2379,ST PAUL SEPARATE SCHOOL,16,35203176,175
8965,ST PAULS ELEMENTARY SCHOOL,8851,35150046,387
4232,ST PAUL SEPARATE SCHOOL,2614,35190890,194
3527,ST PAUL CATHOLIC SCHOOL,1136,35180307,297
5608,ST PETER & ST PAUL SEPARATE SCHOOL,3680,35210295,222
5712,ST PETER SEPARATE SCHOOL,8401,35220104,273
C434,ST PETERS SCHOOL,,35240824,737
8540,ST PETERS SECONDARY SCHOOL,8501,35431354,1112
8302,ST PETER SEPARATE SCHOOL,6042,35260599,228
S697,ST PETER - BRANTFORD,8901,35290164,160
S886,ST PETER - CAMBRIDGE,7237,35300671,258
A510,ST ANDRE CATHOLIC SCHOOL --,,35204036,511
8966,ST PETERS CATHOLIC SCHOOL,,35150062,1097
C435,ST PETERS SECONDARY SCHOOL,8851,35150062,1097
4726,ST PETER SEPARATE SCHOOL,2030,35191016,298
1084,ECOLE SEPAREE SAINT NOEL CHABANEL,410,35201961,198
5596,ST PHILIP ELEMENTARY SCHOOL,3671,35210845,269
3256,MONSIGNOR PHILIP COFFEY CATHOLIC SCHOOL,1220,35180620,247
8068,ST PHILOMENA SEPARATE SCHOOL,6042,35260710,201
1683,ST RENE GOUPIL SEPARATE SCHOOL,600,35204151,0
S951,ST PIO OF PIETRELCINA,3687,35211943,424
2381,ST PIUS X SEPARATE SCHOOL,124,35203153,487
S669,ST PIUS X CATHOLIC ELEMENTARY SC,8901,35290140,264
5597,ST RAPHAEL SEPARATE SCHOOL,3628,35211077,242
1099,ST RAPHAEL SEPARATE SCHOOL,414,35202178,529
6156,ST RAPHAELS SEPARATE SCHOOL,4072,35240477,251
S134,ST RAYMOND ELEMENTARY SCHOOL,3691,35212006,447
8464,ST RENE GOUPIL SEPARATE SCHOOL,8001,35230278,191
4524,ST RENE GOUPIL SEPARATE SCHOOL,2363,35190408,211
1684,ST RICHARD SEPARATE SCHOOL,497,35203383,393
5598,ST RICHARD SCHOOL,3719,35210587,290
2383,ST RITA CATHOLIC SCHOOL,106,35201165,94
S946,ST RITA,3381,35211576,782
4525,ST ROBERT CATHOLIC HIGH SCHOOL,2367,35190428,1610
E0015,ST ROBERT ELEMENTARY,426,35202113,584
2616,ST ROCH SEPARATE SCHOOL,385,35201885,380
4712,FATHER BRESSANI CATHOLIC HIGH SCHOOL,2058,35190220,1004
1685,ST ROSE OF LIMA CATHOLIC SCHOOL,512,35204303,457
5599,ST ROSE OF LIMA SEPARATE SCHOOL,3684,35212051,372
2384,ST SEBASTIAN SEPARATE SCHOOL,105,35201004,248
S949,ST SEBASTIAN CATHOLIC ELEMENTARY SCHOOL,3636,35211952,641
2357,ST JOHN BOSCO CATHOLIC SCHOOL,163,35201129,308
S957,ST SIMON STOCK ELEMENTARY SCHOOL,3615,35211516,334
2617,ST SIMON SEPARATE SCHOOL,404,35201916,452
5600,ST SOFIA SCHOOL,3675,35211005,505
1440,ST STEPHEN SEPARATE SCHOOL,365,35201822,488
5114,CARDINAL LEGER SECONDARY SCHOOL,3351,35211290,1118
214,ST FRANCIS OF ASSISI SEPARATE SCHOOL,1287,35180960,515
5210,ST STEPHEN SEPARATE SCHOOL,3381,35211996,337
1686,ST SYLVESTER SEPARATE SCHOOL,592,35200144,181
C436,ST STEPHENS CATHOLIC SECONDARY SCHOOL,1258,35180830,995
725,ST STEPHEN CATHOLIC ELEMENTARY SCHOOL,2022,35191281,750
S745,ST TERESA - KITCHENER,7001,35300101,187
7355,ST TERESA OF AVILA SEPARATE SCHOOL,5133,35250993,255
5601,ST TERESA OF AVILA SEPARATE SCHOOL,3719,35210593,392
8968,ST TERESAS SEPARATE SCHOOL,8851,35150161,297
S857,ST TERESA OF AVILA CATHOLIC SCHOOL,7001,35300009,204
1687,ST THERESA SHRINE CATHOLIC SCHOOL,546,35203788,201
383,ST THERESA OF LISIEUX,2214,35191035,1730
2710,OUR LADY OF MOUNT CARMEL SEPARATE SCHOOL,477,35200183,10
5602,ST THERESE OF THE CHILD JESUS ELEM SCHOOL,3616,35210569,568
9300,ST THERESAS SEPARATE SCHOOL,8555,35430600,1031
3528,ST THERESA CATHOLIC SCHOOL,1135,35180245,208
8303,ST THERESA SCHOOL,6042,35260476,150
S660,ST THERESA,8901,35290238,175
E0551,ST CECILIA CATHOLIC ELEMENTARY SCHOOL,2108,35191289,688
6347,ST THOMAS AQUINAS CATHOLIC SECONDARY SCHOOL,4011,35240584,1336
A190,ST. THOMAS THE APOSTLE ,,35250948,283
5211,ST THOMAS AQUINAS SECONDARY SCHOOL,3421,35211883,2042
3270,ST THOMAS AQUINAS CATHOLIC SCHOOL,1213,35180172,288
13,ST THOMAS AQUINAS SECONDARY SCHOOL,8705,35160133,279
2386,ST THOMAS AQUINAS CATHOLIC SCHOOL,175,35202236,557
1688,ST THOMAS MORE SEPARATE SCHOOL,494,35203362,319
7356,ST THOMAS MORE CATHOLIC SECONDARY SCHOOL,5066,35251001,1927
E0090,FATHER FREDERICK MCGINN CATHOLIC ELEMENTARY SCHOOL,2222,35191363,575
5603,ST THOMAS MORE SEPARATE SCHOOL,3669,35210788,570
2721,ST TIMOTHY CATHOLIC SCHOOL,467,35200281,586
S683,ST TIMOTHY,7001,35300711,255
6143,ST TIMOTHY SEPARATE SCHOOL,4084,35240364,506
5604,ST TIMOTHY SCHOOL,3653,35210803,591
1689,ST URSULA SEPARATE SCHOOL,555,35203973,236
S936,ST URSULA,3369,35211918,504
S959,ST VERONICA ELEMENTARY SCHOOL,3620,35211726,463
5464,FATHER DANIEL ZANON SCHOOL,3665,35211832,400
1690,ST VICTOR SEPARATE SCHOOL,498,35204235,298
S753,ST VINCENT DE PAUL,7237,35300612,412
7357,ST VINCENT DE PAUL SEPARATE SCHOOL,5098,35250130,266
S952,ST VALENTINE ELEMENTARY SCHOOL,3607,35211816,377
2388,ST VINCENT DE PAUL ELEMENTARY SCHOOL,114,35201352,331
6348,ST VINCENTS SEPARATE SCHOOL,4018,35240138,280
E0104,ST JOHN BOSCO CATHOLIC SCHOOL,8001,35230090,96
3325,ST WILFRID CATHOLIC SCHOOL,1033,35181042,559
1101,ST WILFRID SEPARATE SCHOOL,399,35202024,652
E0014,SIR WILFRID ELEMENTARY,,35202024,652
2390,STELLA MARIS SEPARATE SCHOOL,164,35201139,389
6203,ECOLE SEPAREE SACRE COEUR - GEORGETOWN,4160,35240799,182
8750,ECOLE SAINTE-CROIX,8555,35430554,73
1294,SAINTE-MADELEINE CATHOLIQUE ELEMENTAIRE ECOLE,233,35204042,303
5607,ST MARTHA & ST MARY SEPARATE SCHOOL,3682,35211465,364
7360,ST PETER & ST PAUL CATHOLIC ELEMENTARY SCHOOL,5144,35250383,571
4067,ST THOMAS AQUINAS SEPARATE SCHOOL,2855,35190045,239
E0094,ST MICHAELS SECONDARY,,35211218,1254
E0174,ST MICHAEL CATHOLIC SECONDARY SCHOOL,3003,35211218,1254
2618,TRANSFIGURATION OF OUR LORD CATHOLIC SCHOOL,352,35201787,378
5605,ST VINCENT DE PAUL SEPARATE SCHOOL,3610,35210315,177
A033,ECOLE SECONDAIRE CATHOLIQUE SAINTE-TRINITE,4186,35240856,153
S673,ST BONIFACE SCHOOL,,35300850,126
2619,VENERABLE JOHN MERLINI CATHOLIC SCHOOL,384,35201880,301
S776,ST CLEMENT CATHOLIC ELEMENTARY SCHOOL,,35300758,198
7215,ST KATERI TEKAKWITHA CATHOLIC ELEMENTARY SCHOOL,5057,35250622,268
5185,SACRED HEART SEPARATE SCHOOL,3460,35211397,230
8451,ST PETER SEPARATE SCHOOL,8001,35230113,357
9118,DIVINE INFANT CATHOLIC SCHOOL,608,35200133,136
8543,THE GOOD SHEPHERD CATHOLIC SCHOOL,8501,35430660,406
S982,FATHER FENELON CATHOLIC SCHOOL (I CHANGED),1049,35180472,343
4101,BLESSED TRINITY CATHOLIC SCHOOL,2098,35191297,645
S402,ST ANDREW CATHOLIC ELEMENTARY - WOODBRIDGE,2022,35191282,533
E0263,JEAN VANIER CATHOLIC HIGH SCHOOL,2257,35191040,751
1231,AVONDALE ALTERNATIVE SECONDARY SCHOOL,455,35204833,71
8101,A N MYER SECONDARY SCHOOL,6042,35260034,1100
1223,A Y JACKSON SECONDARY SCHOOL,470,35202455,854
6004,ACTON DISTRICT HIGH SCHOOL,4176,35240570,453
C199,GARY ALLAN HIGH SCHOOL - HALTON HILLS,4163,35240015,166
8926,ADAM SCOTT COLLEGIATE & VOCATIONAL INSTITUTE,8851,35150124,917
1001,AGINCOURT COLLEGIATE INSTITUTE,603,35200218,1318
3001,AJAX HIGH SCHOOL,1095,35181052,1180
1004,ALBERT CAMPBELL COLLEGIATE INSTITUTE,601,35204267,1248
6102,ALDERSHOT HIGH SCHOOL,4051,35240396,436
766,GRAND ERIE LEARNING ALTERNATIVES - RAWDON ST,8901,35290095,159
S554,VINCENT MASSEY SCHOOL,5102,35250561,100
7001,ANCASTER HIGH SCHOOL,5065,35250152,1189
3502,ANDERSON COLLEGIATE & VOCATIONAL INSTITUTE,1135,35180605,936
5410,APPLEWOOD HEIGHTS SECONDARY SCHOOL,3674,35210310,1004
33,ALTERNATIVE SCARBOROUGH EDUCATION 1 (ASE1),498,35203385,143
856,DELPHI SECONDARY ALTERNATIVE SCHOOL,602,35200087,103
4002,AURORA HIGH SCHOOL,2553,35190161,1174
8492,BANTING MEMORIAL HIGH SCHOOL,8551,35430827,1534
8505,BARRIE CENTRAL COLLEGIATE INSTITUTE,8501,35431019,605
8506,BARRIE NORTH COLLEGIATE INSTITUTE,8501,35431045,944
7211,NORA FRANCES HENDERSON SECONDARY SCHOOL,5074,35250603,688
A048,FRANK J HAYDEN SECONDARY SCHOOL,,35240909,1425
4306,BAYVIEW SECONDARY SCHOOL,2257,35191042,1970
S012,BEAR CREEK SECONDARY SCHOOL,8501,35430714,1506
8001,BEAMSVILLE DISTRICT SECONDARY SCHOOL,6001,35260300,557
1515,BENDALE BUSINESS & TECHNICAL INSTITUTE,,35203404,391
371,PIERRE ELLIOT TRUDEAU HIGH SCHOOL,2417,35191198,1984
1519,BIRCHMOUNT PARK COLLEGIATE INSTITUTE,542,35203257,873
2036,BLOOR COLLEGIATE INSTITUTE,101,35203841,589
S877,BLUEVALE COLLEGIATE INSTITUTE,7001,35300718,1261
3061,BOWMANVILLE HIGH SCHOOL,1261,35181121,980
8631,BRADFORD DISTRICT HIGH SCHOOL,8559,35430752,1093
5111,BRAMALEA SECONDARY SCHOOL,3356,35210130,1101
5112,BRAMPTON CENTENNIAL SECONDARY SCHOOL,3489,35210226,1299
S662,BRANTFORD COLLEGIATE INSTITUE & VOCATIONAL SCHOOL,8901,35290155,1316
3093,BROCK DISTRICT HIGH SCHOOL,1330,35180860,422
C081,BROCK HIGH SCHOOL,,35180857,422
E0410,ECOLE SECONDAIRE DE RICHMOND HILL,2213,35190503,65
6107,BURLINGTON CENTRAL HIGH SCHOOL,4059,35240444,593
9112,BURNHAMTHORPE COLLEGIATE INSTITUTE,331,35204252,434
1251,C W JEFFERYS COLLEGIATE INSTITUTE,399,35202028,705
7294,MOUNTAIN SECONDARY SCHOOL,5125,35250970,132
S758,CAMERON HEIGHTS COLLEGIATE INSTITUTE,7001,35300366,1919
A002,TOMMY DOUGLAS SECONDARY SCHOOL,2072,35191239,721
2308,ROSEDALE HEIGHTS SCHOOL OF THE ARTS,20,35200792,985
E0057,ROSEDALE HEIGHTS SCHOOL FOR ARTS,,35200792,985
5429,CAWTHRA PARK SECONDARY SCHOOL,3649,35210358,1313
1534,CEDARBRAE COLLEGIATE INSTITUTE,516,35203600,1241
930,CENTRE FOR INDIVIDUAL STUDIES - BOWMANVILLE,1258,35180716,293
8387,CENTENNIAL SECONDARY SCHOOL,6257,35260730,767
8474,CENTENNIAL COLLEGIATE & VOCATIONAL INSTITUTE,8001,35230272,1431
2070,CENTRAL TORONTO ACA,96,35200920,326
A491,CENTRAL COMMERCE COLLEGIATE INSTITUTE,,35200920,326
8644,BRADFORD LEARNING CENTRE,8559,35430761,18
5119,CENTRAL PEEL SECONDARY SCHOOL,3496,35211278,1084
2071,CENTRAL TECHNICAL SCHOOL,73,35201029,1475
5,CENTRE DUFFERIN DISTRICT HIGH SCHOOL,8411,35220069,813
5123,CHINGUACOUSY SECONDARY SCHOOL,3505,35211601,971
E0332,GARTH WEBB SECONDARY SCHOOL,4186,35240853,1092
E0514,CITY SCHOOL,80,35204821,105
3171,CLARKE HIGH SCHOOL,1280,35180951,313
5436,CLARKSON SECONDARY SCHOOL,3644,35211434,813
90,CLARINGTON CENTRAL SECONDARY,1253,35180980,873
E0048,ALPHA II ALTERNATIVE SCHOOL,101,35203841,49
8478,COLLEGE HEIGHTS SECONDARY SCHOOL,8001,35230272,525
8703,COLLINGWOOD COLLEGIATE INSTITUTE,8555,35430878,1320
E0167,NOTTAWASAGA PINES SECONDARY SCHOOL,8551,35430729,695
2088,CONTACT ALTERNATIVE SCHOOL,67,35204018,179
E0149,COLLINGWOOD LEARNING CENTRE,8555,35430891,23
3112,COURTICE SECONDARY SCHOOL,1238,35180677,721
8932,CRESTWOOD SECONDARY SC,8851,35150255,714
2099,DANFORTH COLLEGIATE INSTITUTE & TECHNICAL SCHOOL,275,35204500,883
1549,DAVID & MARY THOMSON COLLEGIATE INSTITUTE,510,35203405,974
7237,DELTA SECONDARY SCHOOL,5132,35250736,710
4304,ALEXANDER MACKENZIE HIGH SCHOOL,2211,35190831,945
1278,DON MILLS COLLEGIATE INSTITUTE,241,35204855,1089
E0084,LOUISE ARBOUR SECONDARY SCHOOL,3380,35212148,1513
106,DON VALLEY JUNIOR HIGH SCHOOL,478,35200298,71
107,DONALD A WILSON SECONDARY SCHOOL,1128,35180350,1125
1284,DOWNSVIEW SECONDARY SCHOOL,414,35202167,574
4212,DR JOHN M DENISON SECONDARY SCHOOL,2610,35191027,886
4006,DR G W WILLIAMS SECONDARY SCHOOL,2561,35190138,737
3218,DURHAM ALTERNATIVE SECONDARY SCHOOL - OSHAWA ((address is 240 Simcoe Street)),1205,35180773,403
3305,DUNBARTON HIGH SCHOOL,1046,35180495,1457
5176,PARKHOLME SCHOOL,3434,35211901,232
8052,E L CROSSLEY SECONDARY SCHOOL,,35260228,806
1290,EARL HAIG SECONDARY SCHOOL,453,35204325,2036
3219,EASTDALE COLLEGIATE & VOCATIONAL INSTITUTE,1203,35180142,1031
E0010,JOHN POLANYI COLLEGIATE INSTITUTE,182,35202279,787
2120,EAST YORK COLLEGIATE INSTITUTE,259,35200523,1007
1122,EAST YORK ALTERNATIVE HIGH SCHOOL,259,35200523,130
8390,EASTDALE SECONDARY SCHOOL,6257,35260258,396
2121,EASTDALE COLLEGIATE INSTITUTE,271,35204572,134
7242,ECOLE SECONDAIRE GEORGES P VANIER,5203,35250848,112
8513,EASTVIEW SECONDARY SCHOOL,8501,35431104,1428
2,EASTWOOD COLLEGIATE & INSTITUTE,7001,35300359,1324
8397,ECOLE SECONDAIRE CONFEDERATION,6257,35260258,64
1291,ECOLE ELEMENTAIRE ETIENNE BRULE,230,35200377,315
1293,ECOLE SECONDAIRE ETIENNE BRULE,,35200377,315
E0435,ECOLE SECONDAIRE JEUNES SANS FRONTIERES,3323,35211872,310
186,EDEN HIGH SCHOOL,6042,35260534,790
S784,ELMIRA DISTRICT SECONDARY SCHOOL,7001,35300006,1361
8725,ELMVALE DISTRICT HIGH SC,8555,35430926,401
1296,EMERY COLLEGIATE INSTITUTE,402,35201900,709
422,EMILY CARR SECONDARY SCHOOL,2044,35191075,1507
8422,ERIN DISTRICT HIGH SCHOOL,8301,35230343,571
5460,ERINDALE SECONDARY SCHOOL,3663,35212103,785
114,ERNEST C DRURY HIGH SCHOOL (FOR DEAF),4124,35240792,0
2132,ETOBICOKE COLLEGIATE INSTITUTE,314,35201690,962
2133,ETOBICOKE SCHOOL OF THE ARTS,301,35203138,954
E0205,DAVID SUZUKI SECONDARY SCHOOL,3429,35212176,1766
8867,FENELON FALLS SECONDARY SCHOOL,8705,35160198,708
8428,CENTRE WELLINGTON DISTRICT HIGH SCHOOL,8301,35230314,1227
149,FLETCHER'S MEADOW SECONDARY SCHOOL,3434,35211901,1587
A182,FLETCHERS MEADOW SECONDARY SCHOOL,,35211901,1587
S739,FOREST HEIGHTS COLLEGIATE INSTITUTE,7001,35300207,1229
2141,FOREST HILL COLLEGIATE INSTITUTE,191,35202262,953
8062,FORT ERIE SECONDARY SCHOOL,6042,35260716,387
2143,FRANK OKE SECONDARY SCHOOL,143,35201387,107
3225,G L ROBERTS COLLEGIATE & VOCATIONAL INSTITUTE,1222,35180626,481
S716,GALT COLLEGIATE INSTITUTE,7237,35300727,1394
731,GARY ALLAN HIGH SCHOOL - BRONTE CREEK,4065,35240467,32
2148,GEORGE HARVEY COLLEGIATE INSTITUTE,149,35201394,608
1308,GEORGE S HENRY ACADEMY,232,35204840,514
1309,GEORGES VANIER SECONDARY SCHOOL,481,35204028,613
6205,GEORGETOWN DISTRICT HIGH SCHOOL,4163,35240015,1654
S480,HARDINGTON SCHOOL (ALTERNATIVE),138,35204402,10
7255,GLENDALE SECONDARY SCHOOL,5111,35250223,808
5471,GLENFOREST SECONDARY SCHOOL,3675,35210984,1305
S829,GLENVIEW PARK SECONDARY SCHOOL,7237,35300705,878
23,ABBEY PARK HIGH SCHOOL,4041,35240284,954
5473,GORDON GRAYDON MEMORIAL SECONDARY SCHOOL,3649,35210356,724
8256,GOVERNOR SIMCOE SECONDARY SCHOOL,6042,35260542,881
S698,GRAND RIVER COLLEGIATE INSTITUTE,7001,35300415,1348
8074,GRIMSBY SECONDARY SCHOOL,6001,35260323,754
8475,GUELPH COLLEGIATE & VOCATIONAL INSTITUTE,8001,35230091,1429
C327,NATIVE LEARNING CENTRE - GUILD,555,35203973,13
2160,HARBORD COLLEGIATE INSTITUTE,93,35201024,1122
388,HEART LAKE SECONDARY SCHOOL,3467,35210028,1252
3512,HENRY STREET HIGH SCHOOL,1142,35180265,767
S657,TOLLGATE TECHNOLOGICAL SKILLS CENTRE,8901,35290032,306
193,HEYDON PARK SECONDARY SCHOOL,68,35200897,149
1318,HIGHLAND JUNIOR HIGH SCHOOL,471,35204172,82
A013,DUNDAS VALLEY SECONDARY SCHOOL,5252,35250054,1031
5028,HUMBERVIEW SECONDARY SCHOOL,3193,35211211,1142
2181,HUMBERSIDE COLLEGIATE INSTITUTE,125,35201293,1173
4217,HURON HEIGHTS SECONDARY SCHOOL,2621,35190915,1329
S702,HURON HEIGHTS SECONDARY SCHOOL,7001,35300924,1329
8874,I E WELDON SECONDARY SCHOOL,8705,35160207,1101
747,PEEL ALTERNATIVE SCHOOL SOUTH,3643,35210957,10
5485,PEEL ALTERNATIVE SCHOOL NORTH,3368,35212098,43
2187,INGLENOOK COMMUNITY SECONDARY SCHOOL,15,35203175,77
8521,INNISDALE SECONDARY SCHOOL,8501,35431324,1579
6317,IROQUOIS RIDGE HIGH SCHOOL,4025,35240779,1358
E0339,CASTLEBROOKE SECONDARY SCHOOL,3337,35212150,1883
340,J CLARKE RICHARDSON COLLEGIATE,1061,35181180,1746
5214,TURNER FENTON SECONDARY SCHOOL,3327,35211259,1895
2201,JARVIS COLLEGIATE INSTITUTE,22,35204004,751
9991,JACOB HESPELER SECONDARY SCHOOL,7237,35300545,1145
8466,JOHN F ROSS COLLEGIATE & VOCATIONAL INSTITUTE,8001,35230161,1951
5492,JOHN FRASER SECONDARY SCHOOL,3602,35212012,1411
2084,ECOLE SECONDAIRE COLLEGE FRANCAIS,39,35204585,181
8945,KENNER COLLEGIATE & VOCATIONAL INSTITUTE,8851,35150091,595
4069,KESWICK HIGH SCHOOL,2861,35190051,1039
4083,KING CITY SECONDARY SCHOOL,2672,35190786,1045
1156,KIPLING COLLEGIATE INSTITUTE,352,35201720,385
7,KITCHENER-WATERLOO COLLEGIATE & VOCATIONAL SCHOOL,7001,35300134,1242
1027,L'AMOREAUX COLLEGIATE INSTITUTE,592,35204282,666
8913,LAKEFIELD DISTRICT SECONDARY SCHOOL,8851,35150302,266
1157,LAKESHORE COLLEGIATE INSTITUTE,293,35201674,667
4318,LANGSTAFF SECONDARY SCHOOL,2203,35190862,1045
8267,LAURA SECORD SECONDARY SCHOOL,6042,35260432,683
2222,LAWRENCE PARK COLLEGIATE INSTITUTE,197,35202342,1285
2223,LEASIDE HIGH SCHOOL,217,35202646,976
1610,LESTER B PEARSON COLLEGIATE INSTITUTE,613,35200052,1313
6131,LESTER B PEARSON HIGH SCHOOL,4083,35240531,416
1285,DREWRY SECONDARY SCHOOL,445,35202510,138
8878,LINDSAY COLLEGIATE & VOCATIONAL INSTITUTE,8705,35160128,737
8268,LIFETIME LEARNING CENTRE SECONDARY SCHOOL,6042,35260737,247
5503,LORNE PARK SECONDARY SCHOOL,3645,35210401,1010
6114,MM ROBINSON HIGH SCHOOL,4085,35240369,740
6135,M M ROBINSON HIGH SCHOOL,,35240369,740
2232,MALVERN COLLEGIATE INSTITUTE,252,35200655,1052
2512,MAPLEWOOD HIGH SCHOOL,557,35203324,172
4139,MARKVILLE SECONDARY SCHOOL,2419,35190605,1352
4138,MARKHAM DISTRICT HIGH SCHOOL,2444,35190728,1473
